date,province,cases,count
2020/1/27,湖南,total_confirmed,143
2020/1/27,安徽,total_confirmed,106
2020/1/27,江西,total_confirmed,72
2020/1/27,江苏,total_confirmed,70
2020/1/27,重庆,total_confirmed,132
2020/1/27,山东,total_confirmed,95
2020/1/27,四川,total_confirmed,90
2020/1/27,黑龙江,total_confirmed,30
2020/1/27,北京,total_confirmed,91
2020/1/27,上海,total_confirmed,66
2020/1/27,福建,total_confirmed,80
2020/1/27,河北,total_confirmed,33
2020/1/27,陕西,total_confirmed,46
2020/1/27,广西,total_confirmed,51
2020/1/27,云南,total_confirmed,44
2020/1/27,海南,total_confirmed,40
2020/1/27,贵州,total_confirmed,9
2020/1/27,山西,total_confirmed,20
2020/1/27,辽宁,total_confirmed,34
2020/1/27,天津,total_confirmed,24
2020/1/27,甘肃,total_confirmed,19
2020/1/27,吉林,total_confirmed,8
2020/1/27,内蒙古,total_confirmed,15
2020/1/27,新疆,total_confirmed,10
2020/1/27,宁夏,total_confirmed,11
2020/1/27,香港,total_confirmed,8
2020/1/27,台湾,total_confirmed,8
2020/1/27,青海,total_confirmed,6
2020/1/27,澳门,total_confirmed,7
2020/1/27,西藏,total_confirmed,0
2020/1/27,湖北,total_recoveries,52
2020/1/27,广东,total_recoveries,4
2020/1/27,河南,total_recoveries,0
2020/1/27,浙江,total_recoveries,3
2020/1/27,湖南,total_recoveries,0
2020/1/27,安徽,total_recoveries,0
2020/1/27,江西,total_recoveries,3
2020/1/27,江苏,total_recoveries,1
2020/1/27,重庆,total_recoveries,0
2020/1/27,山东,total_recoveries,0
2020/1/27,四川,total_recoveries,0
2020/1/27,黑龙江,total_recoveries,0
2020/1/27,北京,total_recoveries,4
2020/1/27,上海,total_recoveries,4
2020/1/27,福建,total_recoveries,0
2020/1/27,河北,total_recoveries,0
2020/1/27,陕西,total_recoveries,0
2020/1/27,广西,total_recoveries,2
2020/1/27,云南,total_recoveries,0
2020/1/27,海南,total_recoveries,0
2020/1/27,贵州,total_recoveries,0
2020/1/27,山西,total_recoveries,0
2020/1/27,辽宁,total_recoveries,0
2020/1/27,天津,total_recoveries,0
2020/1/27,甘肃,total_recoveries,0
2020/1/27,吉林,total_recoveries,0
2020/1/27,内蒙古,total_recoveries,0
2020/1/27,新疆,total_recoveries,0
2020/1/27,宁夏,total_recoveries,0
2020/1/27,香港,total_recoveries,0
2020/1/27,台湾,total_recoveries,0
2020/1/27,青海,total_recoveries,0
2020/1/27,澳门,total_recoveries,0
2020/1/27,西藏,total_recoveries,0
2020/1/27,湖北,total_deaths,100
2020/1/27,广东,total_deaths,0
2020/1/27,河南,total_deaths,1
2020/1/27,浙江,total_deaths,0
2020/1/27,湖南,total_deaths,0
2020/1/27,安徽,total_deaths,0
2020/1/27,江西,total_deaths,0
2020/1/27,江苏,total_deaths,0
2020/1/27,重庆,total_deaths,0
2020/1/27,山东,total_deaths,0
2020/1/27,四川,total_deaths,0
2020/1/27,黑龙江,total_deaths,1
2020/1/27,北京,total_deaths,1
2020/1/27,上海,total_deaths,1
2020/1/27,福建,total_deaths,0
2020/1/27,河北,total_deaths,1
2020/1/27,陕西,total_deaths,0
2020/1/27,广西,total_deaths,0
2020/1/27,云南,total_deaths,0
2020/1/27,海南,total_deaths,1
2020/1/27,贵州,total_deaths,0
2020/1/27,山西,total_deaths,0
2020/1/27,辽宁,total_deaths,0
2020/1/27,天津,total_deaths,0
2020/1/27,甘肃,total_deaths,0
2020/1/27,吉林,total_deaths,0
2020/1/27,内蒙古,total_deaths,0
2020/1/27,新疆,total_deaths,0
2020/1/27,宁夏,total_deaths,0
2020/1/27,香港,total_deaths,0
2020/1/27,台湾,total_deaths,0
2020/1/27,青海,total_deaths,0
2020/1/27,澳门,total_deaths,0
2020/1/27,西藏,total_deaths,0
2020/1/28,湖北,total_confirmed,3554
2020/1/28,广东,total_confirmed,277
2020/1/28,河南,total_confirmed,206
2020/1/28,浙江,total_confirmed,296
2020/1/28,湖南,total_confirmed,221
2020/1/28,安徽,total_confirmed,152
2020/1/28,江西,total_confirmed,109
2020/1/28,江苏,total_confirmed,99
2020/1/28,重庆,total_confirmed,147
2020/1/28,山东,total_confirmed,130
2020/1/28,四川,total_confirmed,108
2020/1/28,黑龙江,total_confirmed,38
2020/1/28,北京,total_confirmed,102
2020/1/28,上海,total_confirmed,96
2020/1/28,福建,total_confirmed,84
2020/1/28,河北,total_confirmed,48
2020/1/28,陕西,total_confirmed,56
2020/1/28,广西,total_confirmed,58
2020/1/28,云南,total_confirmed,55
2020/1/28,海南,total_confirmed,43
2020/1/28,贵州,total_confirmed,9
2020/1/28,山西,total_confirmed,27
2020/1/28,辽宁,total_confirmed,39
2020/1/28,天津,total_confirmed,27
2020/1/28,甘肃,total_confirmed,24
2020/1/28,吉林,total_confirmed,9
2020/1/28,内蒙古,total_confirmed,16
2020/1/28,新疆,total_confirmed,13
2020/1/28,宁夏,total_confirmed,12
2020/1/28,香港,total_confirmed,10
2020/1/28,台湾,total_confirmed,8
2020/1/28,青海,total_confirmed,6
2020/1/28,澳门,total_confirmed,7
2020/1/28,西藏,total_confirmed,0
2020/1/28,湖北,total_recoveries,87
2020/1/28,广东,total_recoveries,5
2020/1/28,河南,total_recoveries,1
2020/1/28,浙江,total_recoveries,3
2020/1/28,湖南,total_recoveries,0
2020/1/28,安徽,total_recoveries,2
2020/1/28,江西,total_recoveries,3
2020/1/28,江苏,total_recoveries,1
2020/1/28,重庆,total_recoveries,1
2020/1/28,山东,total_recoveries,1
2020/1/28,四川,total_recoveries,1
2020/1/28,黑龙江,total_recoveries,0
2020/1/28,北京,total_recoveries,4
2020/1/28,上海,total_recoveries,5
2020/1/28,福建,total_recoveries,0
2020/1/28,河北,total_recoveries,0
2020/1/28,陕西,total_recoveries,0
2020/1/28,广西,total_recoveries,2
2020/1/28,云南,total_recoveries,0
2020/1/28,海南,total_recoveries,0
2020/1/28,贵州,total_recoveries,1
2020/1/28,山西,total_recoveries,1
2020/1/28,辽宁,total_recoveries,0
2020/1/28,天津,total_recoveries,0
2020/1/28,甘肃,total_recoveries,0
2020/1/28,吉林,total_recoveries,0
2020/1/28,内蒙古,total_recoveries,0
2020/1/28,新疆,total_recoveries,0
2020/1/28,宁夏,total_recoveries,0
2020/1/28,香港,total_recoveries,0
2020/1/28,台湾,total_recoveries,0
2020/1/28,青海,total_recoveries,0
2020/1/28,澳门,total_recoveries,0
2020/1/28,西藏,total_recoveries,0
2020/1/28,湖北,total_deaths,125
2020/1/28,广东,total_deaths,0
2020/1/28,河南,total_deaths,2
2020/1/28,浙江,total_deaths,0
2020/1/28,湖南,total_deaths,0
2020/1/28,安徽,total_deaths,0
2020/1/28,江西,total_deaths,0
2020/1/28,江苏,total_deaths,0
2020/1/28,重庆,total_deaths,0
2020/1/28,山东,total_deaths,0
2020/1/28,四川,total_deaths,0
2020/1/28,黑龙江,total_deaths,1
2020/1/28,北京,total_deaths,1
2020/1/28,上海,total_deaths,1
2020/1/28,福建,total_deaths,0
2020/1/28,河北,total_deaths,1
2020/1/28,陕西,total_deaths,0
2020/1/28,广西,total_deaths,0
2020/1/28,云南,total_deaths,0
2020/1/28,海南,total_deaths,1
2020/1/28,贵州,total_deaths,0
2020/1/28,山西,total_deaths,0
2020/1/28,辽宁,total_deaths,0
2020/1/28,天津,total_deaths,0
2020/1/28,甘肃,total_deaths,0
2020/1/28,吉林,total_deaths,0
2020/1/28,内蒙古,total_deaths,0
2020/1/28,新疆,total_deaths,0
2020/1/28,宁夏,total_deaths,0
2020/1/28,香港,total_deaths,0
2020/1/28,台湾,total_deaths,0
2020/1/28,青海,total_deaths,0
2020/1/28,澳门,total_deaths,0
2020/1/28,西藏,total_deaths,0
2020/1/29,湖北,total_confirmed,4586
2020/1/29,广东,total_confirmed,354
2020/1/29,河南,total_confirmed,278
2020/1/29,浙江,total_confirmed,428
2020/1/29,湖南,total_confirmed,277
2020/1/29,安徽,total_confirmed,200
2020/1/29,江西,total_confirmed,162
2020/1/29,江苏,total_confirmed,129
2020/1/29,重庆,total_confirmed,182
2020/1/29,山东,total_confirmed,158
2020/1/29,四川,total_confirmed,142
2020/1/29,黑龙江,total_confirmed,43
2020/1/29,北京,total_confirmed,114
2020/1/29,上海,total_confirmed,112
2020/1/29,福建,total_confirmed,101
2020/1/29,河北,total_confirmed,65
2020/1/29,陕西,total_confirmed,63
2020/1/29,广西,total_confirmed,78
2020/1/29,云南,total_confirmed,70
2020/1/29,海南,total_confirmed,46
2020/1/29,贵州,total_confirmed,12
2020/1/29,山西,total_confirmed,35
2020/1/29,辽宁,total_confirmed,41
2020/1/29,天津,total_confirmed,30
2020/1/29,甘肃,total_confirmed,26
2020/1/29,吉林,total_confirmed,14
2020/1/29,内蒙古,total_confirmed,18
2020/1/29,新疆,total_confirmed,14
2020/1/29,宁夏,total_confirmed,17
2020/1/29,香港,total_confirmed,10
2020/1/29,台湾,total_confirmed,9
2020/1/29,青海,total_confirmed,8
2020/1/29,澳门,total_confirmed,7
2020/1/29,西藏,total_confirmed,1
2020/1/29,湖北,total_recoveries,90
2020/1/29,广东,total_recoveries,10
2020/1/29,河南,total_recoveries,2
2020/1/29,浙江,total_recoveries,4
2020/1/29,湖南,total_recoveries,2
2020/1/29,安徽,total_recoveries,2
2020/1/29,江西,total_recoveries,5
2020/1/29,江苏,total_recoveries,1
2020/1/29,重庆,total_recoveries,1
2020/1/29,山东,total_recoveries,1
2020/1/29,四川,total_recoveries,1
2020/1/29,黑龙江,total_recoveries,0
2020/1/29,北京,total_recoveries,4
2020/1/29,上海,total_recoveries,5
2020/1/29,福建,total_recoveries,0
2020/1/29,河北,total_recoveries,0
2020/1/29,陕西,total_recoveries,0
2020/1/29,广西,total_recoveries,2
2020/1/29,云南,total_recoveries,0
2020/1/29,海南,total_recoveries,1
2020/1/29,贵州,total_recoveries,1
2020/1/29,山西,total_recoveries,1
2020/1/29,辽宁,total_recoveries,1
2020/1/29,天津,total_recoveries,0
2020/1/29,甘肃,total_recoveries,0
2020/1/29,吉林,total_recoveries,1
2020/1/29,内蒙古,total_recoveries,0
2020/1/29,新疆,total_recoveries,0
2020/1/29,宁夏,total_recoveries,0
2020/1/29,香港,total_recoveries,0
2020/1/29,台湾,total_recoveries,0
2020/1/29,青海,total_recoveries,0
2020/1/29,澳门,total_recoveries,0
2020/1/29,西藏,total_recoveries,0
2020/1/29,湖北,total_deaths,162
2020/1/29,广东,total_deaths,0
2020/1/29,河南,total_deaths,2
2020/1/29,浙江,total_deaths,0
2020/1/29,湖南,total_deaths,0
2020/1/29,安徽,total_deaths,0
2020/1/29,江西,total_deaths,0
2020/1/29,江苏,total_deaths,0
2020/1/29,重庆,total_deaths,0
2020/1/29,山东,total_deaths,0
2020/1/29,四川,total_deaths,1
2020/1/29,黑龙江,total_deaths,1
2020/1/29,北京,total_deaths,1
2020/1/29,上海,total_deaths,1
2020/1/29,福建,total_deaths,0
2020/1/29,河北,total_deaths,1
2020/1/29,陕西,total_deaths,0
2020/1/29,广西,total_deaths,0
2020/1/29,云南,total_deaths,0
2020/1/29,海南,total_deaths,1
2020/1/29,贵州,total_deaths,0
2020/1/29,山西,total_deaths,0
2020/1/29,辽宁,total_deaths,0
2020/1/29,天津,total_deaths,0
2020/1/29,甘肃,total_deaths,0
2020/1/29,吉林,total_deaths,0
2020/1/29,内蒙古,total_deaths,0
2020/1/29,新疆,total_deaths,0
2020/1/29,宁夏,total_deaths,0
2020/1/29,香港,total_deaths,0
2020/1/29,台湾,total_deaths,0
2020/1/29,青海,total_deaths,0
2020/1/29,澳门,total_deaths,0
2020/1/29,西藏,total_deaths,0
2020/1/30,湖北,total_confirmed,5806
2020/1/30,广东,total_confirmed,393
2020/1/30,河南,total_confirmed,352
2020/1/30,浙江,total_confirmed,537
2020/1/30,湖南,total_confirmed,332
2020/1/30,安徽,total_confirmed,237
2020/1/30,江西,total_confirmed,240
2020/1/30,江苏,total_confirmed,168
2020/1/30,重庆,total_confirmed,206
2020/1/30,山东,total_confirmed,178
2020/1/30,四川,total_confirmed,177
2020/1/30,黑龙江,total_confirmed,59
2020/1/30,北京,total_confirmed,121
2020/1/30,上海,total_confirmed,128
2020/1/30,福建,total_confirmed,120
2020/1/30,河北,total_confirmed,82
2020/1/30,陕西,total_confirmed,87
2020/1/30,广西,total_confirmed,87
2020/1/30,云南,total_confirmed,76
2020/1/30,海南,total_confirmed,50
2020/1/30,贵州,total_confirmed,15
2020/1/30,山西,total_confirmed,39
2020/1/30,辽宁,total_confirmed,45
2020/1/30,天津,total_confirmed,32
2020/1/30,甘肃,total_confirmed,29
2020/1/30,吉林,total_confirmed,14
2020/1/30,内蒙古,total_confirmed,20
2020/1/30,新疆,total_confirmed,17
2020/1/30,宁夏,total_confirmed,21
2020/1/30,香港,total_confirmed,12
2020/1/30,台湾,total_confirmed,9
2020/1/30,青海,total_confirmed,8
2020/1/30,澳门,total_confirmed,7
2020/1/30,西藏,total_confirmed,1
2020/1/30,湖北,total_recoveries,116
2020/1/30,广东,total_recoveries,9
2020/1/30,河南,total_recoveries,3
2020/1/30,浙江,total_recoveries,9
2020/1/30,湖南,total_recoveries,2
2020/1/30,安徽,total_recoveries,3
2020/1/30,江西,total_recoveries,7
2020/1/30,江苏,total_recoveries,2
2020/1/30,重庆,total_recoveries,1
2020/1/30,山东,total_recoveries,2
2020/1/30,四川,total_recoveries,1
2020/1/30,黑龙江,total_recoveries,2
2020/1/30,北京,total_recoveries,5
2020/1/30,上海,total_recoveries,9
2020/1/30,福建,total_recoveries,0
2020/1/30,河北,total_recoveries,0
2020/1/30,陕西,total_recoveries,0
2020/1/30,广西,total_recoveries,2
2020/1/30,云南,total_recoveries,0
2020/1/30,海南,total_recoveries,1
2020/1/30,贵州,total_recoveries,1
2020/1/30,山西,total_recoveries,1
2020/1/30,辽宁,total_recoveries,1
2020/1/30,天津,total_recoveries,0
2020/1/30,甘肃,total_recoveries,0
2020/1/30,吉林,total_recoveries,1
2020/1/30,内蒙古,total_recoveries,0
2020/1/30,新疆,total_recoveries,0
2020/1/30,宁夏,total_recoveries,0
2020/1/30,香港,total_recoveries,0
2020/1/30,台湾,total_recoveries,0
2020/1/30,青海,total_recoveries,0
2020/1/30,澳门,total_recoveries,0
2020/1/30,西藏,total_recoveries,0
2020/1/30,湖北,total_deaths,204
2020/1/30,广东,total_deaths,0
2020/1/30,河南,total_deaths,2
2020/1/30,浙江,total_deaths,0
2020/1/30,湖南,total_deaths,0
2020/1/30,安徽,total_deaths,0
2020/1/30,江西,total_deaths,0
2020/1/30,江苏,total_deaths,0
2020/1/30,重庆,total_deaths,0
2020/1/30,山东,total_deaths,0
2020/1/30,四川,total_deaths,1
2020/1/30,黑龙江,total_deaths,0
2020/1/30,北京,total_deaths,1
2020/1/30,上海,total_deaths,1
2020/1/30,福建,total_deaths,0
2020/1/30,河北,total_deaths,1
2020/1/30,陕西,total_deaths,0
2020/1/30,广西,total_deaths,0
2020/1/30,云南,total_deaths,0
2020/1/30,海南,total_deaths,1
2020/1/30,贵州,total_deaths,0
2020/1/30,山西,total_deaths,0
2020/1/30,辽宁,total_deaths,0
2020/1/30,天津,total_deaths,0
2020/1/30,甘肃,total_deaths,0
2020/1/30,吉林,total_deaths,0
2020/1/30,内蒙古,total_deaths,0
2020/1/30,新疆,total_deaths,0
2020/1/30,宁夏,total_deaths,0
2020/1/30,香港,total_deaths,0
2020/1/30,台湾,total_deaths,0
2020/1/30,青海,total_deaths,0
2020/1/30,澳门,total_deaths,0
2020/1/30,西藏,total_deaths,0
2020/1/31,湖北,total_confirmed,7153
2020/1/31,广东,total_confirmed,520
2020/1/31,河南,total_confirmed,422
2020/1/31,浙江,total_confirmed,599
2020/1/31,湖南,total_confirmed,389
2020/1/31,安徽,total_confirmed,297
2020/1/31,江西,total_confirmed,286
2020/1/31,江苏,total_confirmed,202
2020/1/31,重庆,total_confirmed,238
2020/1/31,山东,total_confirmed,202
2020/1/31,四川,total_confirmed,207
2020/1/31,黑龙江,total_confirmed,80
2020/1/31,北京,total_confirmed,156
2020/1/31,上海,total_confirmed,153
2020/1/31,福建,total_confirmed,144
2020/1/31,河北,total_confirmed,96
2020/1/31,陕西,total_confirmed,101
2020/1/31,广西,total_confirmed,100
2020/1/31,云南,total_confirmed,91
2020/1/31,海南,total_confirmed,57
2020/1/31,贵州,total_confirmed,29
2020/1/31,山西,total_confirmed,47
2020/1/31,辽宁,total_confirmed,60
2020/1/31,天津,total_confirmed,34
2020/1/31,甘肃,total_confirmed,35
2020/1/31,吉林,total_confirmed,17
2020/1/31,内蒙古,total_confirmed,23
2020/1/31,新疆,total_confirmed,18
2020/1/31,宁夏,total_confirmed,26
2020/1/31,香港,total_confirmed,12
2020/1/31,台湾,total_confirmed,10
2020/1/31,青海,total_confirmed,9
2020/1/31,澳门,total_confirmed,7
2020/1/31,西藏,total_confirmed,1
2020/1/31,湖北,total_recoveries,166
2020/1/31,广东,total_recoveries,10
2020/1/31,河南,total_recoveries,3
2020/1/31,浙江,total_recoveries,15
2020/1/31,湖南,total_recoveries,4
2020/1/31,安徽,total_recoveries,3
2020/1/31,江西,total_recoveries,9
2020/1/31,江苏,total_recoveries,2
2020/1/31,重庆,total_recoveries,1
2020/1/31,山东,total_recoveries,2
2020/1/31,四川,total_recoveries,3
2020/1/31,黑龙江,total_recoveries,0
2020/1/31,北京,total_recoveries,5
2020/1/31,上海,total_recoveries,9
2020/1/31,福建,total_recoveries,0
2020/1/31,河北,total_recoveries,0
2020/1/31,陕西,total_recoveries,0
2020/1/31,广西,total_recoveries,2
2020/1/31,云南,total_recoveries,1
2020/1/31,海南,total_recoveries,1
2020/1/31,贵州,total_recoveries,2
2020/1/31,山西,total_recoveries,1
2020/1/31,辽宁,total_recoveries,1
2020/1/31,天津,total_recoveries,0
2020/1/31,甘肃,total_recoveries,0
2020/1/31,吉林,total_recoveries,1
2020/1/31,内蒙古,total_recoveries,1
2020/1/31,新疆,total_recoveries,0
2020/1/31,宁夏,total_recoveries,0
2020/1/31,香港,total_recoveries,0
2020/1/31,台湾,total_recoveries,0
2020/1/31,青海,total_recoveries,0
2020/1/31,澳门,total_recoveries,0
2020/1/31,西藏,total_recoveries,0
2020/1/31,湖北,total_deaths,249
2020/1/31,广东,total_deaths,0
2020/1/31,河南,total_deaths,2
2020/1/31,浙江,total_deaths,0
2020/1/31,湖南,total_deaths,0
2020/1/31,安徽,total_deaths,0
2020/1/31,江西,total_deaths,0
2020/1/31,江苏,total_deaths,0
2020/1/31,重庆,total_deaths,1
2020/1/31,山东,total_deaths,0
2020/1/31,四川,total_deaths,1
2020/1/31,黑龙江,total_deaths,2
2020/1/31,北京,total_deaths,2
2020/1/31,上海,total_deaths,1
2020/1/31,福建,total_deaths,0
2020/1/31,河北,total_deaths,1
2020/1/31,陕西,total_deaths,0
2020/1/31,广西,total_deaths,0
2020/1/31,云南,total_deaths,0
2020/1/31,海南,total_deaths,1
2020/1/31,贵州,total_deaths,0
2020/1/31,山西,total_deaths,0
2020/1/31,辽宁,total_deaths,0
2020/1/31,天津,total_deaths,0
2020/1/31,甘肃,total_deaths,0
2020/1/31,吉林,total_deaths,0
2020/1/31,内蒙古,total_deaths,0
2020/1/31,新疆,total_deaths,0
2020/1/31,宁夏,total_deaths,0
2020/1/31,香港,total_deaths,0
2020/1/31,台湾,total_deaths,0
2020/1/31,青海,total_deaths,0
2020/1/31,澳门,total_deaths,0
2020/1/31,西藏,total_deaths,0
2020/2/1,湖北,total_confirmed,9074
2020/2/1,广东,total_confirmed,632
2020/2/1,河南,total_confirmed,493
2020/2/1,浙江,total_confirmed,661
2020/2/1,湖南,total_confirmed,463
2020/2/1,安徽,total_confirmed,340
2020/2/1,江西,total_confirmed,333
2020/2/1,江苏,total_confirmed,236
2020/2/1,重庆,total_confirmed,275
2020/2/1,山东,total_confirmed,230
2020/2/1,四川,total_confirmed,231
2020/2/1,黑龙江,total_confirmed,95
2020/2/1,北京,total_confirmed,191
2020/2/1,上海,total_confirmed,182
2020/2/1,福建,total_confirmed,159
2020/2/1,河北,total_confirmed,104
2020/2/1,陕西,total_confirmed,116
2020/2/1,广西,total_confirmed,111
2020/2/1,云南,total_confirmed,105
2020/2/1,海南,total_confirmed,64
2020/2/1,贵州,total_confirmed,38
2020/2/1,山西,total_confirmed,56
2020/2/1,辽宁,total_confirmed,69
2020/2/1,天津,total_confirmed,48
2020/2/1,甘肃,total_confirmed,40
2020/2/1,吉林,total_confirmed,23
2020/2/1,内蒙古,total_confirmed,27
2020/2/1,新疆,total_confirmed,21
2020/2/1,宁夏,total_confirmed,28
2020/2/1,香港,total_confirmed,14
2020/2/1,台湾,total_confirmed,10
2020/2/1,青海,total_confirmed,11
2020/2/1,澳门,total_confirmed,8
2020/2/1,西藏,total_confirmed,1
2020/2/1,湖北,total_recoveries,267
2020/2/1,广东,total_recoveries,15
2020/2/1,河南,total_recoveries,9
2020/2/1,浙江,total_recoveries,32
2020/2/1,湖南,total_recoveries,16
2020/2/1,安徽,total_recoveries,7
2020/2/1,江西,total_recoveries,10
2020/2/1,江苏,total_recoveries,7
2020/2/1,重庆,total_recoveries,7
2020/2/1,山东,total_recoveries,6
2020/2/1,四川,total_recoveries,4
2020/2/1,黑龙江,total_recoveries,2
2020/2/1,北京,total_recoveries,9
2020/2/1,上海,total_recoveries,10
2020/2/1,福建,total_recoveries,0
2020/2/1,河北,total_recoveries,3
2020/2/1,陕西,total_recoveries,0
2020/2/1,广西,total_recoveries,2
2020/2/1,云南,total_recoveries,3
2020/2/1,海南,total_recoveries,2
2020/2/1,贵州,total_recoveries,2
2020/2/1,山西,total_recoveries,2
2020/2/1,辽宁,total_recoveries,1
2020/2/1,天津,total_recoveries,1
2020/2/1,甘肃,total_recoveries,0
2020/2/1,吉林,total_recoveries,1
2020/2/1,内蒙古,total_recoveries,1
2020/2/1,新疆,total_recoveries,0
2020/2/1,宁夏,total_recoveries,0
2020/2/1,香港,total_recoveries,0
2020/2/1,台湾,total_recoveries,0
2020/2/1,青海,total_recoveries,0
2020/2/1,澳门,total_recoveries,0
2020/2/1,西藏,total_recoveries,0
2020/2/1,湖北,total_deaths,294
2020/2/1,广东,total_deaths,0
2020/2/1,河南,total_deaths,2
2020/2/1,浙江,total_deaths,0
2020/2/1,湖南,total_deaths,0
2020/2/1,安徽,total_deaths,0
2020/2/1,江西,total_deaths,0
2020/2/1,江苏,total_deaths,0
2020/2/1,重庆,total_deaths,1
2020/2/1,山东,total_deaths,0
2020/2/1,四川,total_deaths,1
2020/2/1,黑龙江,total_deaths,2
2020/2/1,北京,total_deaths,1
2020/2/1,上海,total_deaths,1
2020/2/1,福建,total_deaths,0
2020/2/1,河北,total_deaths,1
2020/2/1,陕西,total_deaths,0
2020/2/1,广西,total_deaths,0
2020/2/1,云南,total_deaths,0
2020/2/1,海南,total_deaths,1
2020/2/1,贵州,total_deaths,0
2020/2/1,山西,total_deaths,0
2020/2/1,辽宁,total_deaths,0
2020/2/1,天津,total_deaths,0
2020/2/1,甘肃,total_deaths,0
2020/2/1,吉林,total_deaths,0
2020/2/1,内蒙古,total_deaths,0
2020/2/1,新疆,total_deaths,0
2020/2/1,宁夏,total_deaths,0
2020/2/1,香港,total_deaths,0
2020/2/1,台湾,total_deaths,0
2020/2/1,青海,total_deaths,0
2020/2/1,澳门,total_deaths,0
2020/2/1,西藏,total_deaths,0
2020/2/2,湖北,total_confirmed,11177
2020/2/2,广东,total_confirmed,725
2020/2/2,河南,total_confirmed,566
2020/2/2,浙江,total_confirmed,724
2020/2/2,湖南,total_confirmed,521
2020/2/2,安徽,total_confirmed,408
2020/2/2,江西,total_confirmed,391
2020/2/2,江苏,total_confirmed,271
2020/2/2,重庆,total_confirmed,312
2020/2/2,山东,total_confirmed,259
2020/2/2,四川,total_confirmed,254
2020/2/2,黑龙江,total_confirmed,121
2020/2/2,北京,total_confirmed,212
2020/2/2,上海,total_confirmed,203
2020/2/2,福建,total_confirmed,179
2020/2/2,河北,total_confirmed,113
2020/2/2,陕西,total_confirmed,128
2020/2/2,广西,total_confirmed,127
2020/2/2,云南,total_confirmed,114
2020/2/2,海南,total_confirmed,71
2020/2/2,贵州,total_confirmed,51
2020/2/2,山西,total_confirmed,66
2020/2/2,辽宁,total_confirmed,73
2020/2/2,天津,total_confirmed,56
2020/2/2,甘肃,total_confirmed,51
2020/2/2,吉林,total_confirmed,31
2020/2/2,内蒙古,total_confirmed,34
2020/2/2,新疆,total_confirmed,24
2020/2/2,宁夏,total_confirmed,31
2020/2/2,香港,total_confirmed,15
2020/2/2,台湾,total_confirmed,10
2020/2/2,青海,total_confirmed,13
2020/2/2,澳门,total_confirmed,8
2020/2/2,西藏,total_confirmed,1
2020/2/2,湖北,total_recoveries,300
2020/2/2,广东,total_recoveries,21
2020/2/2,河南,total_recoveries,14
2020/2/2,浙江,total_recoveries,43
2020/2/2,湖南,total_recoveries,22
2020/2/2,安徽,total_recoveries,11
2020/2/2,江西,total_recoveries,18
2020/2/2,江苏,total_recoveries,8
2020/2/2,重庆,total_recoveries,8
2020/2/2,山东,total_recoveries,6
2020/2/2,四川,total_recoveries,14
2020/2/2,黑龙江,total_recoveries,2
2020/2/2,北京,total_recoveries,12
2020/2/2,上海,total_recoveries,10
2020/2/2,福建,total_recoveries,1
2020/2/2,河北,total_recoveries,3
2020/2/2,陕西,total_recoveries,0
2020/2/2,广西,total_recoveries,7
2020/2/2,云南,total_recoveries,5
2020/2/2,海南,total_recoveries,4
2020/2/2,贵州,total_recoveries,2
2020/2/2,山西,total_recoveries,2
2020/2/2,辽宁,total_recoveries,1
2020/2/2,天津,total_recoveries,1
2020/2/2,甘肃,total_recoveries,3
2020/2/2,吉林,total_recoveries,1
2020/2/2,内蒙古,total_recoveries,1
2020/2/2,新疆,total_recoveries,0
2020/2/2,宁夏,total_recoveries,1
2020/2/2,香港,total_recoveries,0
2020/2/2,台湾,total_recoveries,0
2020/2/2,青海,total_recoveries,0
2020/2/2,澳门,total_recoveries,0
2020/2/2,西藏,total_recoveries,0
2020/2/2,湖北,total_deaths,350
2020/2/2,广东,total_deaths,0
2020/2/2,河南,total_deaths,2
2020/2/2,浙江,total_deaths,0
2020/2/2,湖南,total_deaths,0
2020/2/2,安徽,total_deaths,0
2020/2/2,江西,total_deaths,0
2020/2/2,江苏,total_deaths,0
2020/2/2,重庆,total_deaths,2
2020/2/2,山东,total_deaths,0
2020/2/2,四川,total_deaths,1
2020/2/2,黑龙江,total_deaths,2
2020/2/2,北京,total_deaths,1
2020/2/2,上海,total_deaths,1
2020/2/2,福建,total_deaths,0
2020/2/2,河北,total_deaths,1
2020/2/2,陕西,total_deaths,0
2020/2/2,广西,total_deaths,0
2020/2/2,云南,total_deaths,0
2020/2/2,海南,total_deaths,1
2020/2/2,贵州,total_deaths,0
2020/2/2,山西,total_deaths,0
2020/2/2,辽宁,total_deaths,0
2020/2/2,天津,total_deaths,0
2020/2/2,甘肃,total_deaths,0
2020/2/2,吉林,total_deaths,0
2020/2/2,内蒙古,total_deaths,0
2020/2/2,新疆,total_deaths,0
2020/2/2,宁夏,total_deaths,0
2020/2/2,香港,total_deaths,0
2020/2/2,台湾,total_deaths,0
2020/2/2,青海,total_deaths,0
2020/2/2,澳门,total_deaths,0
2020/2/2,西藏,total_deaths,0
2020/2/3,湖北,total_confirmed,13522
2020/2/3,广东,total_confirmed,813
2020/2/3,河南,total_confirmed,675
2020/2/3,浙江,total_confirmed,829
2020/2/3,湖南,total_confirmed,593
2020/2/3,安徽,total_confirmed,480
2020/2/3,江西,total_confirmed,476
2020/2/3,江苏,total_confirmed,308
2020/2/3,重庆,total_confirmed,344
2020/2/3,山东,total_confirmed,275
