,name,type,value,date
1499,Sweden,confirmed,1.0,2020-02-14
1500,Sweden,confirmed,1.0,2020-02-15
1501,Sweden,confirmed,1.0,2020-02-16
1502,Sweden,confirmed,1.0,2020-02-17
1503,Sweden,confirmed,1.0,2020-02-18
1504,Sweden,confirmed,1.0,2020-02-19
1505,Sweden,confirmed,1.0,2020-02-20
1506,Sweden,confirmed,1.0,2020-02-21
1507,Sweden,confirmed,1.0,2020-02-22
1508,Sweden,confirmed,1.0,2020-02-23
1509,Sweden,confirmed,1.0,2020-02-24
1510,Sweden,confirmed,1.0,2020-02-25
1511,Sweden,confirmed,2.0,2020-02-26
1512,Switzerland,confirmed,0.0,2020-01-22
1513,Switzerland,confirmed,0.0,2020-01-23
1514,Switzerland,confirmed,0.0,2020-01-24
1515,Switzerland,confirmed,0.0,2020-01-25
1516,Switzerland,confirmed,0.0,2020-01-26
1517,Switzerland,confirmed,0.0,2020-01-27
1518,Switzerland,confirmed,0.0,2020-01-28
1519,Switzerland,confirmed,0.0,2020-01-29
1520,Switzerland,confirmed,0.0,2020-01-30
1521,Switzerland,confirmed,0.0,2020-01-31
1522,Switzerland,confirmed,0.0,2020-02-01
1523,Switzerland,confirmed,0.0,2020-02-02
1524,Switzerland,confirmed,0.0,2020-02-03
1525,Switzerland,confirmed,0.0,2020-02-04
1526,Switzerland,confirmed,0.0,2020-02-05
1527,Switzerland,confirmed,0.0,2020-02-06
1528,Switzerland,confirmed,0.0,2020-02-07
1529,Switzerland,confirmed,0.0,2020-02-08
1530,Switzerland,confirmed,0.0,2020-02-09
1531,Switzerland,confirmed,0.0,2020-02-10
1532,Switzerland,confirmed,0.0,2020-02-11
1533,Switzerland,confirmed,0.0,2020-02-12
1534,Switzerland,confirmed,0.0,2020-02-13
1535,Switzerland,confirmed,0.0,2020-02-14
1536,Switzerland,confirmed,0.0,2020-02-15
1537,Switzerland,confirmed,0.0,2020-02-16
1538,Switzerland,confirmed,0.0,2020-02-17
1539,Switzerland,confirmed,0.0,2020-02-18
1540,Switzerland,confirmed,0.0,2020-02-19
1541,Switzerland,confirmed,0.0,2020-02-20
1542,Switzerland,confirmed,0.0,2020-02-21
1543,Switzerland,confirmed,0.0,2020-02-22
1544,Switzerland,confirmed,0.0,2020-02-23
1545,Switzerland,confirmed,0.0,2020-02-24
1546,Switzerland,confirmed,1.0,2020-02-25
1547,Switzerland,confirmed,1.0,2020-02-26
1548,Taiwan,confirmed,1.0,2020-01-22
1549,Taiwan,confirmed,1.0,2020-01-23
1550,Taiwan,confirmed,3.0,2020-01-24
1551,Taiwan,confirmed,3.0,2020-01-25
1552,Taiwan,confirmed,4.0,2020-01-26
1553,Taiwan,confirmed,5.0,2020-01-27
1554,Taiwan,confirmed,8.0,2020-01-28
1555,Taiwan,confirmed,8.0,2020-01-29
1556,Taiwan,confirmed,9.0,2020-01-30
1557,Taiwan,confirmed,10.0,2020-01-31
1558,Taiwan,confirmed,10.0,2020-02-01
1559,Taiwan,confirmed,10.0,2020-02-02
1560,Taiwan,confirmed,10.0,2020-02-03
1561,Taiwan,confirmed,11.0,2020-02-04
1562,Taiwan,confirmed,11.0,2020-02-05
1563,Taiwan,confirmed,17.0,2020-02-06
1564,Taiwan,confirmed,17.0,2020-02-07
1565,Taiwan,confirmed,18.0,2020-02-08
1566,Taiwan,confirmed,19.0,2020-02-09
1567,Taiwan,confirmed,19.0,2020-02-10
1568,Taiwan,confirmed,19.0,2020-02-11
1569,Taiwan,confirmed,19.0,2020-02-12
1570,Taiwan,confirmed,19.0,2020-02-13
1571,Taiwan,confirmed,20.0,2020-02-14
1572,Taiwan,confirmed,20.0,2020-02-15
1573,Taiwan,confirmed,23.0,2020-02-16
1574,Taiwan,confirmed,25.0,2020-02-17
1575,Taiwan,confirmed,25.0,2020-02-18
1576,Taiwan,confirmed,26.0,2020-02-19
1577,Taiwan,confirmed,27.0,2020-02-20
1578,Taiwan,confirmed,29.0,2020-02-21
1579,Taiwan,confirmed,29.0,2020-02-22
1580,Taiwan,confirmed,31.0,2020-02-23
1581,Taiwan,confirmed,36.0,2020-02-24
1582,Taiwan,confirmed,37.0,2020-02-25
1583,Taiwan,confirmed,38.0,2020-02-26
1584,Thailand,confirmed,2.0,2020-01-22
1585,Thailand,confirmed,3.0,2020-01-23
1586,Thailand,confirmed,5.0,2020-01-24
1587,Thailand,confirmed,7.0,2020-01-25
1588,Thailand,confirmed,10.0,2020-01-26
1589,Thailand,confirmed,10.0,2020-01-27
1590,Thailand,confirmed,19.0,2020-01-28
1591,Thailand,confirmed,19.0,2020-01-29
1592,Thailand,confirmed,19.0,2020-01-30
1593,Thailand,confirmed,24.0,2020-01-31
1594,Thailand,confirmed,24.0,2020-02-01
1595,Thailand,confirmed,24.0,2020-02-02
1596,Thailand,confirmed,24.0,2020-02-03
1597,Thailand,confirmed,30.0,2020-02-04
1598,Thailand,confirmed,30.0,2020-02-05
1599,Thailand,confirmed,30.0,2020-02-06
1600,Thailand,confirmed,30.0,2020-02-07
1601,Thailand,confirmed,42.0,2020-02-08
1602,Thailand,confirmed,42.0,2020-02-09
1603,Thailand,confirmed,42.0,2020-02-10
1604,Thailand,confirmed,43.0,2020-02-11
1605,Thailand,confirmed,43.0,2020-02-12
1606,Thailand,confirmed,45.0,2020-02-13
1607,Thailand,confirmed,45.0,2020-02-14
1608,Thailand,confirmed,45.0,2020-02-15
1609,Thailand,confirmed,48.0,2020-02-16
1610,Thailand,confirmed,50.0,2020-02-17
1611,Thailand,confirmed,50.0,2020-02-18
1612,Thailand,confirmed,50.0,2020-02-19
1613,Thailand,confirmed,50.0,2020-02-20
1614,Thailand,confirmed,52.0,2020-02-21
1615,Thailand,confirmed,52.0,2020-02-22
1616,Thailand,confirmed,56.0,2020-02-23
1617,Thailand,confirmed,56.0,2020-02-24
1618,Thailand,confirmed,59.0,2020-02-25
1619,Thailand,confirmed,62.0,2020-02-26
1620,UK,confirmed,0.0,2020-01-22
1621,UK,confirmed,0.0,2020-01-23
1622,UK,confirmed,0.0,2020-01-24
1623,UK,confirmed,0.0,2020-01-25
1624,UK,confirmed,0.0,2020-01-26
1625,UK,confirmed,0.0,2020-01-27
1626,UK,confirmed,0.0,2020-01-28
1627,UK,confirmed,0.0,2020-01-29
1628,UK,confirmed,0.0,2020-01-30
1629,UK,confirmed,2.0,2020-01-31
1630,UK,confirmed,2.0,2020-02-01
1631,UK,confirmed,2.0,2020-02-02
1632,UK,confirmed,2.0,2020-02-03
1633,UK,confirmed,2.0,2020-02-04
1634,UK,confirmed,2.0,2020-02-05
1635,UK,confirmed,2.0,2020-02-06
1636,UK,confirmed,3.0,2020-02-07
1637,UK,confirmed,3.0,2020-02-08
1638,UK,confirmed,3.0,2020-02-09
1639,UK,confirmed,8.0,2020-02-10
1640,UK,confirmed,8.0,2020-02-11
1641,UK,confirmed,10.0,2020-02-12
1642,UK,confirmed,10.0,2020-02-13
1643,UK,confirmed,10.0,2020-02-14
1644,UK,confirmed,10.0,2020-02-15
1645,UK,confirmed,17.0,2020-02-16
1646,UK,confirmed,17.0,2020-02-17
1647,UK,confirmed,17.0,2020-02-18
1648,UK,confirmed,17.0,2020-02-19
1649,UK,confirmed,17.0,2020-02-20
1650,UK,confirmed,17.0,2020-02-21
1651,UK,confirmed,17.0,2020-02-22
1652,UK,confirmed,17.0,2020-02-23
1653,UK,confirmed,21.0,2020-02-24
1654,UK,confirmed,21.0,2020-02-25
1655,UK,confirmed,21.0,2020-02-26
1656,US,confirmed,1.0,2020-01-22
1657,US,confirmed,1.0,2020-01-23
1658,US,confirmed,2.0,2020-01-24
1659,US,confirmed,2.0,2020-01-25
1660,US,confirmed,5.0,2020-01-26
1661,US,confirmed,5.0,2020-01-27
1662,US,confirmed,5.0,2020-01-28
1663,US,confirmed,5.0,2020-01-29
1664,US,confirmed,5.0,2020-01-30
1665,US,confirmed,7.0,2020-01-31
1666,US,confirmed,8.0,2020-02-01
1667,US,confirmed,8.0,2020-02-02
1668,US,confirmed,11.0,2020-02-03
1669,US,confirmed,11.0,2020-02-04
1670,US,confirmed,12.0,2020-02-05
1671,US,confirmed,12.0,2020-02-06
1672,US,confirmed,12.0,2020-02-07
1673,US,confirmed,12.0,2020-02-08
1674,US,confirmed,15.0,2020-02-09
1675,US,confirmed,15.0,2020-02-10
1676,US,confirmed,16.0,2020-02-11
1677,US,confirmed,16.0,2020-02-12
1678,US,confirmed,18.0,2020-02-13
1679,US,confirmed,18.0,2020-02-14
1680,US,confirmed,18.0,2020-02-15
1681,US,confirmed,18.0,2020-02-16
1682,US,confirmed,18.0,2020-02-17
1683,US,confirmed,18.0,2020-02-18
1684,US,confirmed,18.0,2020-02-19
1685,US,confirmed,18.0,2020-02-20
1686,US,confirmed,40.0,2020-02-21
1687,US,confirmed,40.0,2020-02-22
1688,US,confirmed,40.0,2020-02-23
1689,US,confirmed,58.0,2020-02-24
1690,US,confirmed,59.0,2020-02-25
1691,US,confirmed,65.0,2020-02-26
1692,United Arab Emirates,confirmed,0.0,2020-01-22
1693,United Arab Emirates,confirmed,0.0,2020-01-23
1694,United Arab Emirates,confirmed,0.0,2020-01-24
1695,United Arab Emirates,confirmed,0.0,2020-01-25
1696,United Arab Emirates,confirmed,0.0,2020-01-26
1697,United Arab Emirates,confirmed,0.0,2020-01-27
1698,United Arab Emirates,confirmed,0.0,2020-01-28
1699,United Arab Emirates,confirmed,4.0,2020-01-29
1700,United Arab Emirates,confirmed,4.0,2020-01-30
1701,United Arab Emirates,confirmed,4.0,2020-01-31
1702,United Arab Emirates,confirmed,4.0,2020-02-01
1703,United Arab Emirates,confirmed,5.0,2020-02-02
1704,United Arab Emirates,confirmed,5.0,2020-02-03
1705,United Arab Emirates,confirmed,5.0,2020-02-04
1706,United Arab Emirates,confirmed,5.0,2020-02-05
1707,United Arab Emirates,confirmed,5.0,2020-02-06
1708,United Arab Emirates,confirmed,5.0,2020-02-07
1709,United Arab Emirates,confirmed,7.0,2020-02-08
1710,United Arab Emirates,confirmed,7.0,2020-02-09
1711,United Arab Emirates,confirmed,8.0,2020-02-10
1712,United Arab Emirates,confirmed,8.0,2020-02-11
1713,United Arab Emirates,confirmed,9.0,2020-02-12
1714,United Arab Emirates,confirmed,9.0,2020-02-13
1715,United Arab Emirates,confirmed,9.0,2020-02-14
1716,United Arab Emirates,confirmed,11.0,2020-02-15
1717,United Arab Emirates,confirmed,13.0,2020-02-16
1718,United Arab Emirates,confirmed,13.0,2020-02-17
1719,United Arab Emirates,confirmed,13.0,2020-02-18
1720,United Arab Emirates,confirmed,13.0,2020-02-19
1721,United Arab Emirates,confirmed,13.0,2020-02-20
1722,United Arab Emirates,confirmed,13.0,2020-02-21
1723,United Arab Emirates,confirmed,17.0,2020-02-22
1724,United Arab Emirates,confirmed,17.0,2020-02-23
1725,United Arab Emirates,confirmed,17.0,2020-02-24
1726,United Arab Emirates,confirmed,17.0,2020-02-25
1727,United Arab Emirates,confirmed,17.0,2020-02-26
1728,Vietnam,confirmed,0.0,2020-01-22
1729,Vietnam,confirmed,2.0,2020-01-23
1730,Vietnam,confirmed,2.0,2020-01-24
1731,Vietnam,confirmed,2.0,2020-01-25
1732,Vietnam,confirmed,2.0,2020-01-26
1733,Vietnam,confirmed,2.0,2020-01-27
1734,Vietnam,confirmed,2.0,2020-01-28
1735,Vietnam,confirmed,2.0,2020-01-29
1736,Vietnam,confirmed,2.0,2020-01-30
1737,Vietnam,confirmed,2.0,2020-01-31
1738,Vietnam,confirmed,7.0,2020-02-01
1739,Vietnam,confirmed,7.0,2020-02-02
1740,Vietnam,confirmed,9.0,2020-02-03
1741,Vietnam,confirmed,9.0,2020-02-04
1742,Vietnam,confirmed,9.0,2020-02-05
1743,Vietnam,confirmed,11.0,2020-02-06
1744,Vietnam,confirmed,11.0,2020-02-07
1745,Vietnam,confirmed,14.0,2020-02-08
1746,Vietnam,confirmed,14.0,2020-02-09
1747,Vietnam,confirmed,15.0,2020-02-10
1748,Vietnam,confirmed,21.0,2020-02-11
1749,Vietnam,confirmed,21.0,2020-02-12
1750,Vietnam,confirmed,23.0,2020-02-13
1751,Vietnam,confirmed,23.0,2020-02-14
1752,Vietnam,confirmed,23.0,2020-02-15
1753,Vietnam,confirmed,23.0,2020-02-16
1754,Vietnam,confirmed,23.0,2020-02-17
1755,Vietnam,confirmed,23.0,2020-02-18
1756,Vietnam,confirmed,23.0,2020-02-19
1757,Vietnam,confirmed,23.0,2020-02-20
1758,Vietnam,confirmed,30.0,2020-02-21
1759,Vietnam,confirmed,30.0,2020-02-22
1760,Vietnam,confirmed,30.0,2020-02-23
1761,Vietnam,confirmed,30.0,2020-02-24
1762,Vietnam,confirmed,32.0,2020-02-25
1763,Vietnam,confirmed,32.0,2020-02-26
